Senyawa,smiles
beta-Colubrine,COc1ccc2N3C4C5C(CC3=O)OCC=C6CN7CCC4(C7CC56)c2c1
beta-Cryptoxanthin,CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C
beta-Cubebene,CC(C)[C@@H]1CC[C@@H](C)[C@@]23CCC(=C)[C@@H]2[C@@H]13
beta-Cyclanoline,Did not work
beta-Elemene,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C
beta-Glucogallin,OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
beta-Guaiene,Did not work
beta-Ionone,CC(=O)/C=C/C1=C(C)CCCC1(C)C
beta-Lapachone,CC1(C)CCC2=C(O1)c3ccccc3C(=O)C2=O
beta-Mangostin,Did not work
beta-Patchoulene,CC1CCC2=C1CC3CCC2(C)C3(C)C
beta-Paxitriol,Did not work
beta-phenethylamine,CC(N)c1ccccc1
beta-pinene,CC1(C)C2CCC(=C)C1C2
beta-Santalene,CC(C)=CCCC1(C)C2CCC(C2)C1=C
beta-Santalol,CC(/CO)=C/CCC1(C)C2CCC(C2)C1=C
beta-Santonin,C[C@@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C
beta-Selinene,CC(=C)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
beta-Sesquiphellandrene,C[C@@H](CCC=C(C)C)C1CCC(=C)C=C1
beta-Sinensal,CC(/CC\C=C(/C)C=O)=C\CCC(=C)C=C
beta-Sitosterol,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
beta-Sitosterol 3-O-beta-D-glucopyranoside,Did not work
beta-Sitosterol glucoside,CC[C@H](CC[C@@H](C)C1CC[C@H]2[C@@H]3CC=C4CC(CC[C@]4(C)[C@H]3CC[C@]12C)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)C
beta-Sitosterol-3-O-beta-D-glucopyranoside,Did not work
Beta-Sitosterone,CC[C@H](CC[C@@H](C)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
beta-Solanine,Did not work
beta-Spathulene,Did not work
beta-Tocopherol,CC(C)CCCC(C)CCCC(C)CCC[C@]1(C)CCc2c(C)c(O)cc(C)c2O1
beta-Tocotrienol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2c(C)c(O)cc(C)c2O1
beta-Vetivone,C[C@@H]1CC(=O)C=C(C)[C@@]12CCC(C2)=C(C)C
Betacyanin,Did not work
Betagarin,COc1ccccc1[C@@H]2CC(=O)c3c(O2)cc4OCOc4c3OC
Betain,Did not work
Betaine,C[N+](C)(C)CC([O-])=O
Betalamic acid,OC(=O)[C@@H]1C\C(=C/C=O)C=C(N1)C(O)=O
Betanidin,OC(=O)[C@@H]1CC(=CC(=[NH+]1)C(O)=O)C=CN2[C@@H](Cc3cc(O)c(O)cc23)C([O-])=O
Betanidine,CNC(NCc1ccccc1)=NC
Betanin,OC[C@H]1O[C@@H](Oc2cc3C[C@H](N(C=CC4=CC(=[NH+][C@@H](C4)C(O)=O)C(O)=O)c3cc2O)C([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O
Betavulgarin,COc1c2OCOc2cc3OC=C(C(=O)c13)c4ccccc4O
Betavulgaroside III,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@H](OCC(O)=O)[C@@H](O)C(O)=O)[C@H]6O)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O
Betavulgaroside V,Did not work
Bethoside A,Did not work
Bethoside B,Did not work
Bethoside C,Did not work
Betuletol 7-glucoside,Did not work
Betulin,CC(=C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12
Betulinaldehyde,CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12)C=O
Betulinic,Did not work
Betulinic acid,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
Betulinic acid methyl ester,COC(=O)C12CCC(C1C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC2)C(C)=C
Betulonic acid,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
Bicalamenene,Did not work
Bicyclosesquiphellandrene,Did not work
Bidwillol A,Did not work
Bidwillon B,Did not work
Bilobetin (C31h20o10),Did not work
Bilobol,CCCCCC\C=C/CCCCCCCc1cc(O)cc(O)c1
Biochanin A,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O
Biochanin A 7-O-apiosyl-(1->6)-glucoside,Did not work
Biochanin A 7-O-glucoside,Did not work
Biochanin A 7-O-rutinoside,Did not work
Biochanin A 7-O-xylosyl-(1->6)-glucoside,Did not work
Biochanin A 7-O-[beta-D-apiofuranosyl-(1->5)-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside],Did not work
Bioflavonoids,Did not work
Biramentaceone,Did not work
"bis-8,8'-Catechinylmethane",Did not work
bis-Norstriatol,Did not work
Bisabolene,CC(C)=CCC\C(C)=C/1CCC(=CC1)C
Bisdemethoxycurcumin,Oc1ccc(cc1)\C=C\C(=O)CC(=O)/C=C/c2ccc(O)cc2
Bisgravillol,Did not work
Bisisodiospyrin,Cc1cc2C(=O)C=C(C(=O)c2c(O)c1c3c(C)cc(O)c4C(=O)C=CC(=O)c34)C5=CC(=O)c6cc(C)c(c(O)c6C5=O)c7c(C)cc(O)c8C(=O)C=CC(=O)c78
Bismurrayafoline E,Did not work
Bismurrayaquinone A,Did not work
Bixine,Did not work
Blumenol B,Did not work
Boehmenan,COc1cc(\C=C\C(=O)OCCCc2cc(OC)c3O[C@H]([C@H](COC(=O)/C=C/c4ccc(O)c(OC)c4)c3c2)c5ccc(O)c(OC)c5)ccc1O
Boehmenan H,Did not work
Boeravinone A,Did not work
Boeravinone B,Did not work
Boeravinone C,Did not work
Boeravinone D,Did not work
Boeravinone E,Did not work
Boeravinone F,Did not work
Boerhavilanostenyl benzoate,Did not work
Boesenbergin A,Did not work
Boesenbergin B,Did not work
Boldine,COc1cc2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c2c34)cc1O
Bonanzin,Did not work
Bonducellin,Did not work
Bonducellpin A,Did not work
Bonducellpin B,Did not work
Bonducellpin C,Did not work
Bonducellpin E,Did not work
Bonducellpin F,Did not work
Bonducellpin G,Did not work
Borassoside A,Did not work
Borassoside B,Did not work
Borassoside C,Did not work
Borassoside D,Did not work
Borassoside E,Did not work
Borassoside F,Did not work
Borneol,CC1(C)C2CCC1(C)C(O)C2
Borneol acetate,CC(O)=O.CC1(C)C2CCC1(C)C(O)C2
Bornyl acetate,CC(=O)OC1CC2CCC1(C)C2(C)C
Bornyl Isovalerate,CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C
Boschniakine,C[C@@H]1CCc2c(C=O)cncc12
Bougainvillein-r-I,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc4C[C@@H](C([O-])=O)[N+](=CC=C5C[C@H](NC(=C5)C(O)=O)C(O)=O)c4cc3O)[C@H](O)[C@@H](O)[C@@H]1O
Bourjotinolone A,Did not work
Bowdensine,COc1c2CN3CCC4(C3CCC(OC(C)=O)C4OC(C)=O)c2cc5OCOc15
Bowdichione,COC1=CC(=O)C(=CC1=O)C2=COc3cc(O)ccc3C2=O
BR-Xanthone A,Did not work
Brachystamide B,Did not work
Bractatin,Did not work
Bradykininase,Did not work
Brasiliensic acid,Did not work
Brassicanal A,CSc1[nH]c2ccccc2c1C=O
Brassicanal B,CC1(O)CSc2n1c3ccccc3c2C=O
Brassicasterol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Brassilexin,[nH]1sc2nc3ccccc3c2c1
Brassinin,CSC(=S)NCc1c[nH]c2ccccc12
Brassinolide,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C
Braylin,Did not work
Brazilin,Oc1ccc2[C@H]3c4cc(O)c(O)cc4C[C@@]3(O)COc2c1
Brediatin B,Did not work
Brevipolide A,Did not work
Brevipolide B,Did not work
Brevipolide C,Did not work
Brevipolide D,Did not work
Brevipolide E,Did not work
Brevipolide F,Did not work
Bromine,[Br]
Broussin,COc1ccc(cc1)[C@@H]2CCc3ccc(O)cc3O2
Broussinol,Did not work
Broussoaurone A,Did not work
Broussochalcone A,CC(C)=CCc1cc(c(O)cc1O)C(=O)/C=C/c2ccc(O)c(O)c2
Broussochalcone B,Did not work
Broussoflavan A,Did not work
Broussoflavonol A,Did not work
Broussoflavonol B,Did not work
Broussoflavonol C,CC(C)=CCc1c(O)c(O)cc(c1CC=C(C)C)C2=C(O)C(=O)c3c(O)cc(O)c(c3O2)C(C)(C)C=C
Broussoflavonol D,Did not work
Broussoflavonol E,CCC(C)(C)c1c(O)cc(O)c2C(=O)C(=C(Oc12)c3cc(O)c4OC(C)(C)CCc4c3CC=C(C)C)O
Broussoflavonol F,Did not work
Broussoflavonol G,Did not work
Broussonin A,COc1ccc(CCCc2ccc(O)cc2)c(O)c1
Broussonin B,COc1cc(O)ccc1CCCc2ccc(O)cc2
Broussonin C,CC(C)=CCc1cc(CCCc2ccc(O)cc2O)ccc1O
Broussonin E,Did not work
Broussonin F,Did not work
Bruceoside A,COC(=O)[C@@]12OC[C@@]34[C@@H](C[C@H]5[C@H](C)C(=O)C(=C[C@]5(C)[C@H]3[C@@H](O)[C@@H]1O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24
Brucine,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC
Brucine N-oxide,COc1cc2N3[C@H]4C5C(CC3=O)OCC=C6CC[N+]7([O-])CCC4(C7CC56)c2cc1OC
Brugierol,Did not work
Brugine,CN1C2CCC1CC(C2)OC(=O)[C@@H]3CCSS3
Bruguiesulfurol,Did not work
Bryoamaride,Did not work
Bryonolic acid,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CCC3=C2CC[C@@]4(C)[C@@H]5C[C@@](C)(CC[C@]5(C)CC[C@]34C)C(O)=O
Bryophyllin A,CC12O[C@H]3C[C@@H](O1)[C@]4(C=O)[C@H]5[C@H](O)C[C@]6(C)[C@H](CC[C@]6(O)[C@@H]5CC[C@@]4(C3)O2)C7=COC(=O)C=C7
Bryophyllin C,Did not work
Buchapine,CC(C)=CCC1(C(=O)Nc2ccccc2C1=O)C(C)(C)C=C
Budlein B,Did not work
Bufotenine,CN(C)CCc1c[nH]c2ccc(O)cc12
Bulbispermine,O[C@@H]1C[C@@H]2N3C[C@H](O)[C@@]2(C=C1)c4cc5OCOc5cc4C3
Bulbocapnine,COc1ccc2CC3N(C)CCc4cc5OCOc5c(c34)c2c1O
Buntanine,COc1c(O)ccc2C(=O)c3c(O)c(CC=C(C)C)c(O)cc3N(C)c12
Buntansin,Did not work
Buntansin B,Did not work
Buntansin C,Did not work
Butein,Oc1ccc(c(O)c1)C(=O)\C=C\c2ccc(O)c(O)c2
Butein 4'-arabinosyl-(1->4)-galactoside,Did not work
Butin,Oc1ccc2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3
Butrin,OC[C@H]1O[C@@H](Oc2ccc3C(=O)C[C@H](Oc3c2)c4ccc(O)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4)[C@H](O)[C@@H](O)[C@@H]1O
Butylphthalide,CCCCC1OC(=O)c2ccccc12
Butyric acid,CCCC(O)=O
Cabreuvin,Did not work
Cadalene,CC(C)c1ccc(C)c2ccc(C)cc12
Cadambine,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C4CN5CCc6c([nH]c7ccccc67)C5(CC13)O4
Cadaverine,NCCCCCN
Caesaldekarin A,Did not work
Caesaldekarin e,Did not work
Caesaldekarin J,Did not work
Caesaldekarine A,Did not work
Caesalmin B,CC(=O)OC1CCC(C)(C)C2(O)CC3OC(=O)C4[C@H]3C(Cc5occc45)[C@@]12C
Caesalmin C,Did not work
Caesalmin D,Did not work
Caesalmin E,Did not work
Caesalmin G,Did not work
Caesalpin F,Did not work
Caesalpinin C,Did not work
Caesalpinin D,Did not work
Caesalpinin E,Did not work
Caesalpinin F,Did not work
Caesalpinin G,Did not work
Caesalpinin H,Did not work
Caesalpinin I,Did not work
Caesalpinin J,Did not work
Caesalpinin K,Did not work
Caesalpinin L,Did not work
Caesalpinin M,Did not work
Caesalpinin MA,Did not work
Caesalpinin MB,Did not work
Caesalpinin MC,Did not work
Caesalpinin MD,Did not work
Caesalpinin ME,Did not work
Caesalpinin N,Did not work
Caesalpinin O,Did not work
Caesalpinin P,Did not work
Caesalpinolide C,Did not work
Caesalpinolide D,Did not work
Caesalpinolide E,Did not work
Caffeic,Did not work
Caffeic acid,OC(=O)\C=C/c1ccc(O)c(O)c1
Caffeine,Cn1cnc2N(C)C(=O)N(C)C(=O)c12
Cajaflavanone,Did not work
Cajaisoflavone,Did not work
Cajanin,COc1cc(O)c2C(=O)C(=COc2c1)c3ccc(O)cc3O
Cajanol,COc1cc(O)c2C(=O)C(COc2c1)c3ccc(O)cc3OC
Cajanone,CC(C)=CCc1cc(C2COc3cc4OC(C)(C)C=Cc4c(O)c3C2=O)c(O)cc1O
Calacone,CC(C)C1=C(CCC(C)=C)C(=O)C(C)CC1
Calamenene,CC(C)C1CCC(C)c2ccc(C)cc12
Calamusenone,Did not work
Calanolide B,CCCC1=CC(=O)Oc2c3[C@H](O)[C@H](C)[C@@H](C)Oc3c4C=CC(C)(C)Oc4c12
Calanolide C,CC(C)C1=CC(=O)Oc2c3[C@@H](O)[C@@H](C)[C@@H](C)Oc3c4C=CC(C)(C)Oc4c12
Calaustralin,Did not work
Calcaratarin A,Did not work
Calcium,[CaH2]
Calcium Oxalat,[Ca++].[O-]C(=O)C([O-])=O
Calcium Oxalate,[Ca++].[O-]C(=O)C([O-])=O
Calcium Oxalic,Did not work
Calcium [Ca],Did not work
Calenduloside E,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
Calium oxalat,Did not work
Callistephin,[Cl-].OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@@H]1O
Calocoumarin A,Did not work
Calophyllic acid,C[C@H]1Oc2c3C=CC(C)(C)Oc3c(c(O)c2C(=O)[C@@H]1C)\C(=C/C(O)=O)c4ccccc4
Calophyllin B,CC(C)=CCc1ccc2C(=O)c3c(O)cccc3Oc2c1O
Calophyllolide,COc1c2C=CC(C)(C)Oc2c3c(OC(=O)C=C3c4ccccc4)c1C(=O)C(/C)=C/C
Calopocarpin,Did not work
Calopogoniumisoflavone A,Did not work
Calopogoniumisoflavone B,Did not work
Caloxanthone A,Did not work
Caloxanthone B,Did not work
Caloxanthone D,Did not work
Calsium,Did not work
Calycopterin,Did not work
Calycosin,COc1ccc(cc1O)C2=COc3cc(O)ccc3C2=O
Calystegin A3,O[C@@H]1CC2CCC(O)(N2)[C@@H]1O
Calystegin B2,O[C@@H]1[C@@H](O)[C@@H](O)C2(O)CCC1N2
Calystegine A5,Did not work
Calystegine A6,Did not work
Calystegine A7,Did not work
Calystegine B1,O[C@@H]1C[C@@H]2N[C@@](O)(C[C@@H]2O)[C@H]1O
Calystegine B3,Did not work
Calystegine B4,Did not work
Calystegine B5,Did not work
Calystegine C1,O[C@@H]1C[C@@]2(O)N[C@@H]1[C@@H](O)[C@H](O)[C@H]2O
Calystegine N1,Did not work
Camarinic acid,CC1[C@H](C)C2C(CCC3(C)C2=CCC4[C@@]3(C)CCC5C(C)(C)C6(O)CCC45CO6)[C@@H]([C@@H]1OC(C)=O)C(O)=O
Camaroside,COc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3)OC
Camboginol,CC(C)=CC[C@@H](C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)\C(=C(O)/c3ccc(O)c(O)c3)C1=O)C2=O)C(C)=C
Camelliaside A,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)[C@@H]2O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H](O)[C@H]1O
Camelliaside B,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)[C@@H]2O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H](O)[C@H]1O
Camelliaside C,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)[C@H](O)[C@@H](O)[C@H]1O
Camoensine,O=C1C=CC=C2[C@@H]3C[C@@H](CN12)[C@H]4CCCN4C3
Campesterol,CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
Camphene,CC1(C)C2CCC(C2)C1=C
Campherenol,CC(C)=CCCC1(C)C2CCC1(C)C(O)C2
Campherenone,CC(C)=CCCC1(C)C2CCC1(C)C(=O)C2
Camphor,CC1(C)C2CCC1(C)C(=O)C2
Camphor Glucuronide,Did not work
Camptothecin,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O
Canadaline,COc1ccc(CC2N(C)CCc3cc4OCOc4cc23)c(C=O)c1OC
Canadine,COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC
Candicine,C[N+](C)(C)CCc1ccc(O)cc1
Candidol,Did not work
Candidone,Did not work
Canescine,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6
Canin ,C[C@@]1(O)CC[C@@H]2[C@H](OC(=O)C2=C)[C@H]3[C@]4(C)O[C@@H]4[C@@H]5O[C@]135
Cannabichromene,CCCCCc1cc(O)c2C=CC(C)(CCC=C(C)C)Oc2c1
Cannabidiol,CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1
Cannabidiolic acid,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1C(O)=O
Cannabigerolic acid,CCCCCc1cc(O)c(C\C=C(C)\CCC=C(C)C)c(O)c1C(O)=O
Cannabisativine,CCCCC[C@@H](O)[C@@H](O)[C@@H]1C=CC[C@H]2CC(=O)NCCCCNCCCN12
Cannabisin A,Did not work
Cannabisin B,Did not work
Cannabisin D,Did not work
Cannabisin E,Did not work
Cannabisin F,Did not work
Cannabispiradienone,Did not work
Cannabispirenone B,Did not work
Cannabispirone,Did not work
Cannflavin A,Did not work
Cannflavin B,Did not work
Cannithrene 1,Did not work
Cannogenol-3-O-alpha-L-rhamnoside,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(CO)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CCC45O)C6=CC(=O)OC6)C2)[C@H](O)[C@H](O)[C@H]1O
Canophyllol,C[C@H]1C(=O)CCC2[C@]1(C)CCC3[C@@]2(C)CC[C@@]4(C)C5CC(C)(C)CC[C@]5(CO)CC[C@]34C
Cantleyoside,Did not work
Caphoic,Did not work
Capitellataquinone A,Did not work
Capitellataquinone B,Did not work
Capitellataquinone C,Did not work
Capitellataquinone D,Did not work
Capitelline,Did not work
Capric,Did not work
Caproic acid,CCCCCC(O)=O
Caprylic,Did not work
Caprylic acid,CCCCCCCC(O)=O
Capsanthin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@]2(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
"Capsanthin 5,6-epoxide",Did not work
Capsanthone,Did not work
Capsicoside A,C[C@H](CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O
Capsidiol,C[C@@H]1[C@H](O)C[C@@H](O)C2=CC[C@H](C[C@]12C)C(C)=C
Capsoneoxanthin,Did not work
Capsorubin,CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)[C@]1(C)C[C@@H](O)CC1(C)C)/C=C/C=C(C)/C=C/C(=O)[C@]2(C)C[C@@H](O)CC2(C)C
Car-3-en-5-one,CC1=CC(=O)C2C(C1)C2(C)C
Carbazole,[nH]1c2ccccc2c3ccccc13
Carbazole-3-carboxylic acid,OC(=O)c1ccc2[nH]c3ccccc3c2c1
Carbazomarine A,Did not work
Carbohydrates,Did not work
"Carbohydrates(5,3)",Did not work
Carbonic acid,OC(O)=O
Cardamomin,Did not work
Cardamonin,COc1cc(O)cc(O)c1C(=O)\C=C\c2ccccc2
Carlinoside,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c4OC(=CC(=O)c4c2O)c5ccc(O)c(O)c5
Carotene,Did not work
Carotenoid,Did not work
Carotenoids,Did not work
Carotol,CC(C)C1CCC2(C)CC=C(C)CCC12O
Carpachromene,Did not work
Carpaine,C[C@@H]1N[C@@H]2CCCCCCCC(=O)O[C@H]3CC[C@@H](CCCCCCCC(=O)O[C@H]1CC2)N[C@H]3C
Carpusin,Did not work
Carthamidin 5-glucoside,Did not work
Carthamin,Did not work
Carthamone,Did not work
Carthamoside A1,Did not work
Caruilignan C,Did not work
Carvacrol,CC(C)c1ccc(C)c(O)c1
Carvone,CC(=C)[C@H]1CC=C(C)C(=O)C1
Carvyl acetate,CC(=C)C1CC=C(C)C(C1)OC(C)=O
"Caryolan-1,9beta-diol",Did not work
Caryophyllene oxide,CC1(C)CC2C1CCC3(C)OC3CCC2=C
Cascarosides A,Did not work
Cascarosides B,Did not work
Cascarosides C,Did not work
Cascarosides D,Did not work
Cascarosides E,Did not work
Cascarosides F,Did not work
Cassamedine,Did not work
Cassameridine,Did not work
Cassiaflavan-(4alpha->6)-epiafzelechin,Did not work
Cassiaflavan-(4alpha->8)-epiafzelechin,Did not work
Cassiaflavan-(4beta->8)-epiafzelechin-(4beta->8)-epiafzelechin,Did not work
Cassiamin C,Cc1cc2C(=O)c3cccc(O)c3C(=O)c2c(O)c1c4c(C)cc5C(=O)c6cccc(O)c6C(=O)c5c4O
Cassiaoccidentalin B,Did not work
"Cassiollin (C17, H12 ,O6)",Did not work
Cassyfiline,COc1cc2c(C[C@@H]3NCCc4c(OC)c5OCOc5c2c34)cc1O
Cassythicine,Did not work
Castalagin,OC1C2OC(=O)c3c1c(O)c(O)c(O)c3c4c(O)c(O)c(O)c5c4C(=O)OC2C6OC(=O)c7cc(O)c(O)c(O)c7c8c(O)c(O)c(O)cc8C(=O)OCC6OC(=O)c9cc(O)c(O)c(O)c59
Castalin,OCC1OC(=O)c2cc(O)c(O)c(O)c2c3c(O)c(O)c(O)c4c3C(=O)OC(C1O)C5OC(=O)c6c(C5O)c(O)c(O)c(O)c46
Castasterone,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C
Casticin,COc1ccc(cc1O)C2=C(OC)C(=O)c3c(O)c(OC)c(OC)cc3O2
Casuarictin,Oc1cc(cc(O)c1O)C(=O)O[C@@H]2O[C@@H]3COC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)cc5C(=O)O[C@H]3[C@@H]6OC(=O)c7cc(O)c(O)c(O)c7c8c(O)c(O)c(O)cc8C(=O)O[C@@H]26
Casuarine,O[C@H]1CN2[C@H](O)[C@@H](O)[C@H](O)[C@H]2C1O
Casuarine 6-O-alpha-D-glucopyranoside,Did not work
Casuarinin,O[C@@H]1[C@@H]2OC(=O)c3c1c(O)c(O)c(O)c3c4c(O)c(O)c(O)cc4C(=O)O[C@H]2[C@@H]5OC(=O)c6cc(O)c(O)c(O)c6c7c(O)c(O)c(O)cc7C(=O)OC[C@H]5OC(=O)c8cc(O)c(O)c(O)c8
Catalpol,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
Catechin  (Catechol),Did not work
Catechin 7-O-beta-D-glucopyranoside,Did not work
Catechin-(4alpha->6)-epicatechin-(4beta->8)-epicatechin,Did not work
Catechin-(4alpha->6)-[epicatechin-(4beta->8)]2-epicatechin,Did not work
Catechin-(4alpha->8)-epicatechin-(4beta->8)-catechin,Did not work
Catechin-(4alpha->8)-epicatechin-3-O-gallate,Did not work
Catechin-(4alpha->8)-gallocatechin-(4alpha->8)-catechin,Did not work
Catechin-4-ol 3'-methyl ether 3-O-alpha-L-rhamnopyranoside,Did not work
Catechin-4-ol 3-O-alpha-L-rhamnopyranoside,Did not work
Catechin-4-ol 3-O-beta-D-galactopyranoside,Did not work
Catechin-4-ol 3-O-beta-D-glycopyranoside,Did not work
Catechol,Oc1ccccc1O
Cathafiline,Did not work
Cathafoline,Did not work
Cathafoline N(4)-oxide,Did not work
Cathaformine,Did not work
Cathasterone,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Caulilexin C,Did not work
